loser,winner,result,year,link
Bec Rawlings,Paige VanZant,win,2016,http://www.ufcstats.com/event-details/cfbccfed4e4796fe
Charles Oliveira,Anthony Pettis,win,2016,http://www.ufcstats.com/event-details/cfbccfed4e4796fe
Carlos Condit,Demian Maia,win,2016,http://www.ufcstats.com/event-details/cfbccfed4e4796fe
Leandro Silva,Rustam Khabilov,win,2016,http://www.ufcstats.com/event-details/2b4faacc16d66898
Scott Askham,Jack Hermansson,win,2016,http://www.ufcstats.com/event-details/2b4faacc16d66898
Christian Colombo,Jarjis Danho,draw,2016,http://www.ufcstats.com/event-details/2b4faacc16d66898
Leandro Issa,Taylor Lapilus,win,2016,http://www.ufcstats.com/event-details/2b4faacc16d66898
Veronica Hardy,Ashlee Evans-Smith,win,2016,http://www.ufcstats.com/event-details/2b4faacc16d66898
Nicolas Dalby,Peter Sobotta,win,2016,http://www.ufcstats.com/event-details/2b4faacc16d66898
Jim Wallhead,Jessin Ayari,win,2016,http://www.ufcstats.com/event-details/2b4faacc16d66898
Tae Hyun Bang,Nick Hein,win,2016,http://www.ufcstats.com/event-details/2b4faacc16d66898
Ilir Latifi,Ryan Bader,win,2016,http://www.ufcstats.com/event-details/2b4faacc16d66898
Jan Blachowicz,Alexander Gustafsson,win,2016,http://www.ufcstats.com/event-details/2b4faacc16d66898
Andrei Arlovski,Josh Barnett,win,2016,http://www.ufcstats.com/event-details/2b4faacc16d66898
Sean Spencer,Yancy Medeiros,win,2016,http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
Jason Gonzalez,Drew Dober,win,2016,http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
Michael McBride,Nik Lentz,win,2016,http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
Caio Magalhaes,Brad Tavares,win,2016,http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
Jessica Eye,Bethe Correia,win,2016,http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
Joanne Wood,Jessica Andrade,win,2016,http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
Urijah Faber,Jimmie Rivera,win,2016,http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
CM Punk,Mickey Gall,win,2016,http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
Travis Browne,Fabricio Werdum,win,2016,http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
Alistair Overeem,Stipe Miocic,win,2016,http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
Albert Morales,Alejandro Perez,draw,2016,http://www.ufcstats.com/event-details/d6455cb4bee503ce
Erick Montano,Randy Brown,win,2016,http://www.ufcstats.com/event-details/d6455cb4bee503ce
Joey Gomez,Jose Quinonez,win,2016,http://www.ufcstats.com/event-details/d6455cb4bee503ce
Leonardo Guimaraes,Antonio Carlos Junior,win,2016,http://www.ufcstats.com/event-details/d6455cb4bee503ce
Augusto Montano,Belal Muhammad,win,2016,http://www.ufcstats.com/event-details/d6455cb4bee503ce
Sam Sicilia,Gabriel Benitez,win,2016,http://www.ufcstats.com/event-details/d6455cb4bee503ce
Maximo Blanco,Chas Skelly,win,2016,http://www.ufcstats.com/event-details/d6455cb4bee503ce
Chris Wade,Islam Makhachev,win,2016,http://www.ufcstats.com/event-details/d6455cb4bee503ce
Kenny Robertson,Roan Carneiro,win,2016,http://www.ufcstats.com/event-details/d6455cb4bee503ce
Ricky Glenn,Evan Dunham,win,2016,http://www.ufcstats.com/event-details/d6455cb4bee503ce
Uriah Hall,Derek Brunson,win,2016,http://www.ufcstats.com/event-details/d6455cb4bee503ce
Dustin Poirier,Michael Johnson,win,2016,http://www.ufcstats.com/event-details/d6455cb4bee503ce
Glaico Franca Moreira,Gregor Gillespie,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Hector Urbina,Vicente Luque,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Stevie Ray,Alan Patrick,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Luan Chagas,Erick Silva,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Dustin Ortiz,Jussier Formiga,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Michinori Tanaka,Rani Yahya,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Gilbert Burns,Michel Prazeres,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Mike de la Torre,Godofredo Pepey,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Thiago Santos,Eric Spicely,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Paul Felder,Francisco Trinaldo,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Antonio Silva,Roy Nelson,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Phillipe Nover,Renan Barao,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Lina Lansberg,Cristiane Justino,win,2016,http://www.ufcstats.com/event-details/e18012194473e8b0
Kelly Faszholz,Ketlen Vieira,win,2016,http://www.ufcstats.com/event-details/a196332ee4aa8a82
Cody East,Curtis Blaydes,win,2016,http://www.ufcstats.com/event-details/a196332ee4aa8a82
Jonathan Wilson,Ion Cutelaba,win,2016,http://www.ufcstats.com/event-details/a196332ee4aa8a82
Tamdan McCrory,Nate Marquardt,win,2016,http://www.ufcstats.com/event-details/a196332ee4aa8a82
Keita Nakamura,Elizeu Zaleski dos Santos,win,2016,http://www.ufcstats.com/event-details/a196332ee4aa8a82
Walt Harris,Shamil Abdurakhimov,win,2016,http://www.ufcstats.com/event-details/a196332ee4aa8a82
Hacran Dias,Andre Fili,win,2016,http://www.ufcstats.com/event-details/a196332ee4aa8a82
Joachim Christensen,Henrique da Silva,win,2016,http://www.ufcstats.com/event-details/a196332ee4aa8a82
Louis Smolka,Brandon Moreno,win,2016,http://www.ufcstats.com/event-details/a196332ee4aa8a82
Joshua Burkman,Zak Ottow,win,2016,http://www.ufcstats.com/event-details/a196332ee4aa8a82
Will Brooks,Alex Oliveira,win,2016,http://www.ufcstats.com/event-details/a196332ee4aa8a82
John Dodson,John Lineker,win,2016,http://www.ufcstats.com/event-details/a196332ee4aa8a82
Adriano Martins,Leonardo Santos,win,2016,http://www.ufcstats.com/event-details/154a6b3ffae264cd
Danny Roberts,Mike Perry,win,2016,http://www.ufcstats.com/event-details/154a6b3ffae264cd
Lukasz Sajewski,Marc Diakiese,win,2016,http://www.ufcstats.com/event-details/154a6b3ffae264cd
Albert Tumenov,Leon Edwards,win,2016,http://www.ufcstats.com/event-details/154a6b3ffae264cd
Davey Grant,Damian Stasiak,win,2016,http://www.ufcstats.com/event-details/154a6b3ffae264cd
Brad Pickett,Iuri Alcantara,win,2016,http://www.ufcstats.com/event-details/154a6b3ffae264cd
Russell Doane,Mirsad Bektic,win,2016,http://www.ufcstats.com/event-details/154a6b3ffae264cd
Daniel Omielanczuk,Stefan Struve,win,2016,http://www.ufcstats.com/event-details/154a6b3ffae264cd
Ovince Saint Preux,Jimi Manuwa,win,2016,http://www.ufcstats.com/event-details/154a6b3ffae264cd
Vitor Belfort,Gegard Mousasi,win,2016,http://www.ufcstats.com/event-details/154a6b3ffae264cd
Dan Henderson,Michael Bisping,win,2016,http://www.ufcstats.com/event-details/154a6b3ffae264cd
Chris Avila,Enrique Barzola,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Jason Novelli,Marco Polo Reyes,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Alex Nicholson,Sam Alvey,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Henry Briones,Douglas Silva de Andrade,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Erick Montano,Max Griffin,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Marco Beltran,Joe Soto,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Felipe Arantes,Erik Perez,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Heather Clark,Alexa Grasso,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Rashid Magomedov,Beneil Dariush,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Claudio Puelles,Martin Bravo,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Charles Oliveira,Ricardo Lamas,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Marcin Held,Diego Sanchez,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Rafael Dos Anjos,Tony Ferguson,win,2016,http://www.ufcstats.com/event-details/6083f497c22cc075
Katlyn Chookagian,Liz Carmouche,win,2016,http://www.ufcstats.com/event-details/4956f60b7fa57c1a
Thiago Alves,Jim Miller,win,2016,http://www.ufcstats.com/event-details/4956f60b7fa57c1a
Belal Muhammad,Vicente Luque,win,2016,http://www.ufcstats.com/event-details/4956f60b7fa57c1a
Rafael Natal,Tim Boetsch,win,2016,http://www.ufcstats.com/event-details/4956f60b7fa57c1a
Michael Johnson,Khabib Nurmagomedov,win,2016,http://www.ufcstats.com/event-details/4956f60b7fa57c1a
Jeremy Stephens,Frankie Edgar,win,2016,http://www.ufcstats.com/event-details/4956f60b7fa57c1a
Miesha Tate,Raquel Pennington,win,2016,http://www.ufcstats.com/event-details/4956f60b7fa57c1a
Chris Weidman,Yoel Romero,win,2016,http://www.ufcstats.com/event-details/4956f60b7fa57c1a
Karolina Kowalkiewicz,Joanna Jedrzejczyk,win,2016,http://www.ufcstats.com/event-details/4956f60b7fa57c1a
Stephen Thompson,Tyron Woodley,draw,2016,http://www.ufcstats.com/event-details/4956f60b7fa57c1a
Eddie Alvarez,Conor McGregor,win,2016,http://www.ufcstats.com/event-details/4956f60b7fa57c1a
Charlie Ward,Abdul Razak Alhassan,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Kwan Ho Kwak,Brett Johns,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Milana Dudieva,Marion Reneau,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Alexander Yakovlev,Zak Cummings,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Mark Godbeer,Justin Ledet,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Anna Elmose,Amanda Cooper,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Magomed Mustafaev,Kevin Lee,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Ali Bagautinov,Kyoji Horiguchi,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Magnus Cedenblad,Jack Marshman,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Teruto Ishihara,Artem Lobov,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Timothy Johnson,Alexander Volkov,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Ross Pearson,Stevie Ray,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Uriah Hall,Gegard Mousasi,win,2016,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
Darren Stewart,Francimar Barroso,nc,2016,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
Justin Scoggins,Pedro Munhoz,win,2016,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
Christian Colombo,Luis Henrique,win,2016,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
Manvel Gamburyan,Johnny Eduardo,win,2016,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
Marcos Rogerio de Lima,Gadzhimurad Antigulov,win,2016,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
Jack Hermansson,Cezar Ferreira,win,2016,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
Zak Ottow,Sergio Moraes,win,2016,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
Warlley Alves,Kamaru Usman,win,2016,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
Thales Leites,Krzysztof Jotko,win,2016,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
Cortney Casey,Claudia Gadelha,win,2016,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
Albert Morales,Thomas Almeida,win,2016,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
Rogerio Nogueira,Ryan Bader,win,2016,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
Yao Zhikui,Jenel Lausa,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Guangyou Ning,Marlon Vera,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Dan Hooker,Jason Knight,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Geane Herrera,Ben Nguyen,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Richard Walsh,Jonathan Meunier,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Jon Tuck,Damien Brown,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Chris Camozzi,Daniel Kelly,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Seo Hee Ham,Danielle Taylor,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Khalil Rountree Jr.,Tyson Pedro,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Yusuke Kasuya,Alexander Volkanovski,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Kyle Noke,Omari Akhmedov,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Jake Matthews,Andrew Holbrook,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Derek Brunson,Robert Whittaker,win,2016,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
Josh Stansbury,Devin Clark,win,2016,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
Elvis Mutapcic,Anthony Smith,win,2016,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
Kailin Curran,Jamie Moyle,win,2016,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
Brendan O'Reilly,Dong Hyun Ma,win,2016,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
Matt Schnell,Rob Font,win,2016,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
Gray Maynard,Ryan Hall,win,2016,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
Ryan Benoit,Brandon Moreno,win,2016,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
Alexis Davis,Sara McMann,win,2016,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
Ion Cutelaba,Jared Cannonier,win,2016,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
Jake Ellenberger,Jorge Masvidal,win,2016,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
Henry Cejudo,Joseph Benavidez,win,2016,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
Tim Elliott,Demetrious Johnson,win,2016,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
JJ Aldrich,Juliana Lima,win,2016,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
Keith Berish,Ryan Janes,win,2016,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
Frankie Perez,Marc Diakiese,win,2016,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
Tiago dos Santos e Silva,Shane Burgos,win,2016,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
Trevor Smith,Andrew Sanchez,win,2016,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
Joseph Gigliotti,Gerald Meerschaert,win,2016,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
Brian Camozzi,Randy Brown,win,2016,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
Ashley Yoder,Justine Kish,win,2016,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
Saparbeg Safarov,Gian Villante,win,2016,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
Sean O'Connell,Corey Anderson,win,2016,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
Anthony Hamilton,Francis Ngannou,win,2016,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
Shamil Abdurakhimov,Derrick Lewis,win,2016,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
Zach Makovsky,Dustin Ortiz,win,2016,http://www.ufcstats.com/event-details/6e3282d57d2467a0
Jason Saggo,Rustam Khabilov,win,2016,http://www.ufcstats.com/event-details/6e3282d57d2467a0
John Makdessi,Lando Vannata,win,2016,http://www.ufcstats.com/event-details/6e3282d57d2467a0
Mitch Gagnon,Matthew Lopez,win,2016,http://www.ufcstats.com/event-details/6e3282d57d2467a0
Valerie Letourneau,Viviane Pereira,win,2016,http://www.ufcstats.com/event-details/6e3282d57d2467a0
Drew Dober,Olivier Aubin-Mercier,win,2016,http://www.ufcstats.com/event-details/6e3282d57d2467a0
Nikita Krylov,Misha Cirkunov,win,2016,http://www.ufcstats.com/event-details/6e3282d57d2467a0
Jordan Mein,Emil Meek,win,2016,http://www.ufcstats.com/event-details/6e3282d57d2467a0
Tim Kennedy,Kelvin Gastelum,win,2016,http://www.ufcstats.com/event-details/6e3282d57d2467a0
Dooho Choi,Cub Swanson,win,2016,http://www.ufcstats.com/event-details/6e3282d57d2467a0
Matt Brown,Donald Cerrone,win,2016,http://www.ufcstats.com/event-details/6e3282d57d2467a0
Anthony Pettis,Max Holloway,win,2016,http://www.ufcstats.com/event-details/6e3282d57d2467a0
Bojan Velickovic,Sultan Aliev,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
Fredy Serrano,Hector Sandoval,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
Takeya Mizugaki,Eddie Wineland,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
Irene Aldana,Leslie Smith,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
Scott Holtzman,Josh Emmett,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
James Moontasri,Alex Morono,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
Bryan Barberena,Colby Covington,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
Cole Miller,Mizuto Hirota,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
Henrique da Silva,Paul Craig,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
Mike Perry,Alan Jouban,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
Brad Pickett,Urijah Faber,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
Sage Northcutt,Mickey Gall,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
Paige VanZant,Michelle Waterson-Gomez,win,2016,http://www.ufcstats.com/event-details/32541eb5d12668b4
Tim Means,Alex Oliveira,nc,2016,http://www.ufcstats.com/event-details/4b2390cfaceb91d8
Brandon Thatch,Niko Price,win,2016,http://www.ufcstats.com/event-details/4b2390cfaceb91d8
Mike Pyle,Alex Garcia,win,2016,http://www.ufcstats.com/event-details/4b2390cfaceb91d8
Marvin Vettori,Antonio Carlos Junior,win,2016,http://www.ufcstats.com/event-details/4b2390cfaceb91d8
Johny Hendricks,Neil Magny,win,2016,http://www.ufcstats.com/event-details/4b2390cfaceb91d8
Louis Smolka,Ray Borg,win,2016,http://www.ufcstats.com/event-details/4b2390cfaceb91d8
Tarec Saffiedine,Dong Hyun Kim,win,2016,http://www.ufcstats.com/event-details/4b2390cfaceb91d8
John Lineker,TJ Dillashaw,win,2016,http://www.ufcstats.com/event-details/4b2390cfaceb91d8
Dominick Cruz,Cody Garbrandt,win,2016,http://www.ufcstats.com/event-details/4b2390cfaceb91d8
Ronda Rousey,Amanda Nunes,win,2016,http://www.ufcstats.com/event-details/4b2390cfaceb91d8
Dmitrii Smoliakov,Cyril Asker,win,2017,http://www.ufcstats.com/event-details/46effbd1135423c5
Bojan Mihajlovic,Joachim Christensen,win,2017,http://www.ufcstats.com/event-details/46effbd1135423c5
Chase Sherman,Walt Harris,win,2017,http://www.ufcstats.com/event-details/46effbd1135423c5
Jocelyn Jones-Lybarger,Nina Nunes,win,2017,http://www.ufcstats.com/event-details/46effbd1135423c5
Alex White,Anthony Rocco Martin,win,2017,http://www.ufcstats.com/event-details/46effbd1135423c5
Viktor Pesta,Aleksei Oleinik,win,2017,http://www.ufcstats.com/event-details/46effbd1135423c5
Frankie Saenz,Augusto Mendes,win,2017,http://www.ufcstats.com/event-details/46effbd1135423c5
Devin Powell,Drakkar Klose,win,2017,http://www.ufcstats.com/event-details/46effbd1135423c5
John Moraga,Sergio Pettis,win,2017,http://www.ufcstats.com/event-details/46effbd1135423c5
Court McGee,Ben Saunders,win,2017,http://www.ufcstats.com/event-details/46effbd1135423c5
Marcin Held,Joe Lauzon,win,2017,http://www.ufcstats.com/event-details/46effbd1135423c5
BJ Penn,Yair Rodriguez,win,2017,http://www.ufcstats.com/event-details/46effbd1135423c5
JC Cottrell,Jason Gonzalez,win,2017,http://www.ufcstats.com/event-details/4512e46543b960ad
Eric Shelton,Alexandre Pantoja,win,2017,http://www.ufcstats.com/event-details/4512e46543b960ad
Jeremy Kimball,Marcos Rogerio de Lima,win,2017,http://www.ufcstats.com/event-details/4512e46543b960ad
Alessio Di Chirico,Eric Spicely,win,2017,http://www.ufcstats.com/event-details/4512e46543b960ad
Henrique da Silva,Jordan Johnson,win,2017,http://www.ufcstats.com/event-details/4512e46543b960ad
Bobby Nash,Li Jingliang,win,2017,http://www.ufcstats.com/event-details/4512e46543b960ad
Aljamain Sterling,Raphael Assuncao,win,2017,http://www.ufcstats.com/event-details/4512e46543b960ad
Nate Marquardt,Sam Alvey,win,2017,http://www.ufcstats.com/event-details/4512e46543b960ad
Alex Caceres,Jason Knight,win,2017,http://www.ufcstats.com/event-details/4512e46543b960ad
Andrei Arlovski,Francis Ngannou,win,2017,http://www.ufcstats.com/event-details/4512e46543b960ad
Donald Cerrone,Jorge Masvidal,win,2017,http://www.ufcstats.com/event-details/4512e46543b960ad
Julianna Pena,Valentina Shevchenko,win,2017,http://www.ufcstats.com/event-details/4512e46543b960ad
Daniel Jolly,Khalil Rountree Jr.,win,2017,http://www.ufcstats.com/event-details/6a8a06b542e1516d
Niko Price,Alex Morono,nc,2017,http://www.ufcstats.com/event-details/6a8a06b542e1516d
Bec Rawlings,Tecia Torres,win,2017,http://www.ufcstats.com/event-details/6a8a06b542e1516d
Michinori Tanaka,Ricardo Ramos,win,2017,http://www.ufcstats.com/event-details/6a8a06b542e1516d
Chris Gruetzemacher,Chas Skelly,win,2017,http://www.ufcstats.com/event-details/6a8a06b542e1516d
Curtis Blaydes,Adam Milstead,nc,2017,http://www.ufcstats.com/event-details/6a8a06b542e1516d
Angela Hill,Jessica Andrade,win,2017,http://www.ufcstats.com/event-details/6a8a06b542e1516d
Anthony Hamilton,Marcel Fortuna,win,2017,http://www.ufcstats.com/event-details/6a8a06b542e1516d
Ovince Saint Preux,Volkan Oezdemir,win,2017,http://www.ufcstats.com/event-details/6a8a06b542e1516d
Abel Trujillo,James Vick,win,2017,http://www.ufcstats.com/event-details/6a8a06b542e1516d
Alexa Grasso,Felice Herrig,win,2017,http://www.ufcstats.com/event-details/6a8a06b542e1516d
Dennis Bermudez,Chan Sung Jung,win,2017,http://www.ufcstats.com/event-details/6a8a06b542e1516d
Roan Carneiro,Ryan LaFlare,win,2017,http://www.ufcstats.com/event-details/865aa315ea62c511
Phillipe Nover,Ricky Glenn,win,2017,http://www.ufcstats.com/event-details/865aa315ea62c511
Nik Lentz,Islam Makhachev,win,2017,http://www.ufcstats.com/event-details/865aa315ea62c511
Yuta Sasaki,Wilson Reis,win,2017,http://www.ufcstats.com/event-details/865aa315ea62c511
Randy Brown,Belal Muhammad,win,2017,http://www.ufcstats.com/event-details/865aa315ea62c511
Jim Miller,Dustin Poirier,win,2017,http://www.ufcstats.com/event-details/865aa315ea62c511
Jared Cannonier,Glover Teixeira,win,2017,http://www.ufcstats.com/event-details/865aa315ea62c511
Tim Boetsch,Jacare Souza,win,2017,http://www.ufcstats.com/event-details/865aa315ea62c511
Derek Brunson,Anderson Silva,win,2017,http://www.ufcstats.com/event-details/865aa315ea62c511
Holly Holm,Germaine de Randamie,win,2017,http://www.ufcstats.com/event-details/865aa315ea62c511
Ryan Janes,Gerald Meerschaert,win,2017,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
Jack Marshman,Thiago Santos,win,2017,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
Reginaldo Vieira,Aiemann Zahabi,win,2017,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
Carla Esparza,Randa Markos,win,2017,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
Nordine Taleb,Santiago Ponzinibbio,win,2017,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
Alex Ricci,Paul Felder,win,2017,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
Gina Mazany,Sara McMann,win,2017,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
Cezar Ferreira,Elias Theodorou,win,2017,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
Sam Sicilia,Gavin Tucker,win,2017,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
Hector Lombard,Johny Hendricks,win,2017,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
Travis Browne,Derrick Lewis,win,2017,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
Andre Soukhamthath,Albert Morales,win,2017,http://www.ufcstats.com/event-details/20e403a1acfef130
Paul Craig,Tyson Pedro,win,2017,http://www.ufcstats.com/event-details/20e403a1acfef130
Daniel Spitz,Mark Godbeer,win,2017,http://www.ufcstats.com/event-details/20e403a1acfef130
Luke Sanders,Iuri Alcantara,win,2017,http://www.ufcstats.com/event-details/20e403a1acfef130
Mirsad Bektic,Darren Elkins,win,2017,http://www.ufcstats.com/event-details/20e403a1acfef130
Luis Henrique,Marcin Tybura,win,2017,http://www.ufcstats.com/event-details/20e403a1acfef130
Mark Hunt,Alistair Overeem,win,2017,http://www.ufcstats.com/event-details/20e403a1acfef130
Amanda Cooper,Cynthia Calvillo,win,2017,http://www.ufcstats.com/event-details/20e403a1acfef130
Rashad Evans,Daniel Kelly,win,2017,http://www.ufcstats.com/event-details/20e403a1acfef130
Lando Vannata,David Teymur,win,2017,http://www.ufcstats.com/event-details/20e403a1acfef130
Stephen Thompson,Tyron Woodley,win,2017,http://www.ufcstats.com/event-details/20e403a1acfef130
Garreth McLellan,Paulo Costa,win,2017,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
Rony Jason,Jeremy Kennedy,win,2017,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
Joshua Burkman,Michel Prazeres,win,2017,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
Rani Yahya,Joe Soto,win,2017,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
Davi Ramos,Sergio Moraes,win,2017,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
Francisco Trinaldo,Kevin Lee,win,2017,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
Tim Means,Alex Oliveira,win,2017,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
Marion Reneau,Bethe Correia,draw,2017,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
Jussier Formiga,Ray Borg,win,2017,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
Beneil Dariush,Edson Barboza,win,2017,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
Gian Villante,Mauricio Rua,win,2017,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
Kelvin Gastelum,Vitor Belfort,nc,2017,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
Lucie Pudilova,Lina Lansberg,win,2017,http://www.ufcstats.com/event-details/c0231720fe516994
Scott Askham,Brad Scott,win,2017,http://www.ufcstats.com/event-details/c0231720fe516994
