loser,winner,result,year,link
Albert Duraev,Joaquin Buckley,win,2023,http://www.ufcstats.com/event-details/a0a680fe2f6cc8e6
Tim Means,Kevin Holland,win,2023,http://www.ufcstats.com/event-details/a0a680fe2f6cc8e6
Calvin Kattar,Josh Emmett,win,2023,http://www.ufcstats.com/event-details/a0a680fe2f6cc8e6
Jinh Yu Frey,Vanessa Demopoulos,win,2023,http://www.ufcstats.com/event-details/eb42d4febfafefd1
Brian Kelleher,Mario Bautista,win,2023,http://www.ufcstats.com/event-details/eb42d4febfafefd1
JP Buys,Cody Durden,win,2023,http://www.ufcstats.com/event-details/eb42d4febfafefd1
Raulian Paiva,Sergey Morozov,win,2023,http://www.ufcstats.com/event-details/eb42d4febfafefd1
TJ Brown,Shayilan Nuerdanbieke,win,2023,http://www.ufcstats.com/event-details/eb42d4febfafefd1
Tafon Nchukwi,Carlos Ulberg,win,2023,http://www.ufcstats.com/event-details/eb42d4febfafefd1
Rodolfo Vieira,Chris Curtis,win,2023,http://www.ufcstats.com/event-details/eb42d4febfafefd1
Nate Maness,Umar Nurmagomedov,win,2023,http://www.ufcstats.com/event-details/eb42d4febfafefd1
Christos Giagos,Thiago Moises,win,2023,http://www.ufcstats.com/event-details/eb42d4febfafefd1
Alan Baudot,Josh Parisian,win,2023,http://www.ufcstats.com/event-details/eb42d4febfafefd1
Neil Magny,Shavkat Rakhmonov,win,2023,http://www.ufcstats.com/event-details/eb42d4febfafefd1
Arman Tsarukyan,Mateusz Gamrot,win,2023,http://www.ufcstats.com/event-details/eb42d4febfafefd1
Jessica-Rose Clark,Julija Stoliarenko,win,2023,http://www.ufcstats.com/event-details/4a9e305633f3ef47
Jessica Eye,Maycee Barber,win,2023,http://www.ufcstats.com/event-details/4a9e305633f3ef47
Uriah Hall,Andre Muniz,win,2023,http://www.ufcstats.com/event-details/4a9e305633f3ef47
Brad Tavares,Dricus Du Plessis,win,2023,http://www.ufcstats.com/event-details/4a9e305633f3ef47
Gabe Green,Ian Garry,win,2023,http://www.ufcstats.com/event-details/4a9e305633f3ef47
Donald Cerrone,Jim Miller,win,2023,http://www.ufcstats.com/event-details/4a9e305633f3ef47
Brad Riddell,Jalin Turner,win,2023,http://www.ufcstats.com/event-details/4a9e305633f3ef47
Sean O'Malley,Pedro Munhoz,nc,2023,http://www.ufcstats.com/event-details/4a9e305633f3ef47
Robbie Lawler,Bryan Barberena,win,2023,http://www.ufcstats.com/event-details/4a9e305633f3ef47
Sean Strickland,Alex Pereira,win,2023,http://www.ufcstats.com/event-details/4a9e305633f3ef47
Max Holloway,Alexander Volkanovski,win,2023,http://www.ufcstats.com/event-details/4a9e305633f3ef47
Jared Cannonier,Israel Adesanya,win,2023,http://www.ufcstats.com/event-details/4a9e305633f3ef47
Ronnie Lawrence,Saidyokub Kakhramonov,win,2023,http://www.ufcstats.com/event-details/31da66df48c0c1a0
Karl Roberson,Kennedy Nzechukwu,win,2023,http://www.ufcstats.com/event-details/31da66df48c0c1a0
Garrett Armfield,David Onama,win,2023,http://www.ufcstats.com/event-details/31da66df48c0c1a0
Cortney Casey,Antonina Shevchenko,win,2023,http://www.ufcstats.com/event-details/31da66df48c0c1a0
Tresean Gore,Cody Brundage,win,2023,http://www.ufcstats.com/event-details/31da66df48c0c1a0
Michael Johnson,Jamie Mullarkey,win,2023,http://www.ufcstats.com/event-details/31da66df48c0c1a0
Ricky Turcios,Aiemann Zahabi,win,2023,http://www.ufcstats.com/event-details/31da66df48c0c1a0
Jared Vanderaa,Chase Sherman,win,2023,http://www.ufcstats.com/event-details/31da66df48c0c1a0
Douglas Silva de Andrade,Said Nurmagomedov,win,2023,http://www.ufcstats.com/event-details/31da66df48c0c1a0
Armen Petrosyan,Caio Borralho,win,2023,http://www.ufcstats.com/event-details/31da66df48c0c1a0
Rafael Dos Anjos,Rafael Fiziev,win,2023,http://www.ufcstats.com/event-details/31da66df48c0c1a0
Jessica Penne,Emily Ducote,win,2023,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
Dwight Grant,Dustin Stoltzfus,win,2023,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
Da Woon Jung,Dustin Jacoby,win,2023,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
Herbert Burns,Bill Algeo,win,2023,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
Jack Shore,Ricky Simon,win,2023,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
Dalcha Lungiambula,Punahele Soriano,win,2023,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
Miesha Tate,Lauren Murphy,win,2023,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
Charles Jourdain,Shane Burgos,win,2023,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
Sumudaerji,Matt Schnell,win,2023,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
Muslim Salikhov,Li Jingliang,win,2023,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
Michelle Waterson-Gomez,Amanda Lemos,win,2023,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
Brian Ortega,Yair Rodriguez,win,2023,http://www.ufcstats.com/event-details/8fd76e1b49c00ae2
Claudio Silva,Nicolas Dalby,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Mandy Bohm,Victoria Leonardo,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Kyle Nelson,Jai Herbert,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Charles Johnson,Muhammad Mokaev,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Makwan Amirkhani,Jonathan Pearce,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Charles Rosa,Nathaniel Wood,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Damir Hadzovic,Marc Diakiese,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Mason Jones,Ludovit Klein,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Paul Craig,Volkan Oezdemir,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Hannah Goldy,Molly McCann,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Alexander Gustafsson,Nikita Krylov,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Jordan Leavitt,Paddy Pimblett,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Chris Curtis,Jack Hermansson,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Tom Aspinall,Curtis Blaydes,win,2023,http://www.ufcstats.com/event-details/319c15b8aac5bfde
Blood Diamond,Orion Cosce,win,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Ihor Potieria,Nicolae Negumereanu,win,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Ji Yeon Kim,Joselyne Edwards,win,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Adam Fugitt,Michael Morales,win,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Rafa Garcia,Drakkar Klose,win,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Hamdy Abdelwahab,Don'Tale Mayes,nc,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Rafael Alves,Drew Dober,win,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Matthew Semelsberger,Alex Morono,win,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Anthony Smith,Magomed Ankalaev,win,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Alex Perez,Alexandre Pantoja,win,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Derrick Lewis,Sergei Pavlovich,win,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Kai Kara-France,Brandon Moreno,win,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Julianna Pena,Amanda Nunes,win,2023,http://www.ufcstats.com/event-details/b0a6124751a56bc4
Stephanie Egger,Mayra Bueno Silva,win,2023,http://www.ufcstats.com/event-details/8f6a18831a120817
Miranda Granger,Cory McKenna,win,2023,http://www.ufcstats.com/event-details/8f6a18831a120817
Takashi Sato,Bryan Battle,win,2023,http://www.ufcstats.com/event-details/8f6a18831a120817
Sam Alvey,Michal Oleksiejczuk,win,2023,http://www.ufcstats.com/event-details/8f6a18831a120817
Erick Gonzalez,Terrance McKinney,win,2023,http://www.ufcstats.com/event-details/8f6a18831a120817
Augusto Sakai,Serghei Spivac,win,2023,http://www.ufcstats.com/event-details/8f6a18831a120817
Brogan Walker,Juliana Miller,win,2023,http://www.ufcstats.com/event-details/8f6a18831a120817
Zac Pauga,Mohammed Usman,win,2023,http://www.ufcstats.com/event-details/8f6a18831a120817
Vicente Luque,Geoff Neal,win,2023,http://www.ufcstats.com/event-details/8f6a18831a120817
Thiago Santos,Jamahal Hill,win,2023,http://www.ufcstats.com/event-details/8f6a18831a120817
Da'Mon Blackshear,Youssef Zalal,draw,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
Jason Witt,Josh Quinlan,win,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
Ode Osbourne,Tyson Nam,win,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
Charlie Ontiveros,Gabriel Benitez,win,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
Cynthia Calvillo,Nina Nunes,win,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
Lukasz Brzeski,Martin Buday,win,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
Loopy Godinez,Angela Hill,win,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
Bruno Silva,Gerald Meerschaert,win,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
Ariane Lipski,Priscila Cachoeira,win,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
Devin Clark,Azamat Murzakanov,win,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
Iasmin Lucindo,Yazmin Jauregui,win,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
David Onama,Nate Landwehr,win,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
Dominick Cruz,Marlon Vera,win,2023,http://www.ufcstats.com/event-details/a23e63184c65f5b8
Daniel Lacerda,Victor Altamirano,win,2023,http://www.ufcstats.com/event-details/4f853e98886283cf
